review_date,ticker,action,thesis_conviction,action_score,conviction_bucket,prior_weight,new_weight,weight_change,price_at_decision,forward_5d_pct,forward_20d_pct,forward_60d_pct
2025-07-31,META,initiate,79.9,79.9,high,0.0,5.44,5.44,772.29,-1.29,-3.33,-3.82
2025-07-31,MSFT,initiate,72.4,72.4,high,0.0,4.56,4.56,530.42,-1.08,-5.21,-3.38
2025-07-31,AAPL,initiate,57.9,57.9,medium,0.0,2.96,2.96,206.94,-2.24,9.01,22.71
2025-07-31,NVDA,initiate,50.0,50.0,medium,0.0,2.04,2.04,177.84,0.22,-1.39,2.24
2025-07-31,AMD,initiate,50.0,50.0,medium,0.0,2.05,2.05,176.31,-1.13,-6.3,-8.48
2025-08-07,NVDA,trim,37.2,55.0,low,2.04,1.01,-1.03,180.74,1.32,0.46,2.64
2025-08-07,META,add,79.9,55.0,high,5.44,7.36,1.91,760.7,3.7,-1.9,-6.0
2025-08-07,AAPL,add,81.5,55.0,high,2.96,5.55,2.59,219.36,4.49,4.87,16.79
2025-08-07,AMD,add,82.0,55.0,high,2.05,4.51,2.46,172.4,1.48,-3.06,18.16
2025-08-07,MSFT,hold,72.4,0.0,high,4.56,4.56,0.0,517.83,1.61,-2.55,1.65
2025-08-14,NVDA,trim,37.2,55.0,low,1.01,1.0,-0.01,181.99,-3.51,-6.26,3.47
2025-08-14,META,add,79.9,55.0,high,7.36,9.48,2.12,780.97,-3.92,-5.76,-8.43
2025-08-14,AAPL,add,81.5,55.0,high,5.55,8.34,2.79,232.34,-0.95,2.44,6.39
2025-08-14,AMD,add,82.0,55.0,high,4.51,7.24,2.73,180.95,-7.96,-10.4,19.6
2025-08-14,MSFT,hold,72.4,0.0,high,4.46,4.46,0.0,519.46,-2.43,-3.12,-1.45
2025-08-21,NVDA,trim,37.2,55.0,low,1.0,0.95,-0.04,174.95,3.88,1.34,4.38
2025-08-21,AAPL,add,81.5,55.0,high,8.34,9.99,1.65,224.47,1.96,0.84,16.6
2025-08-21,MSFT,hold,72.4,0.0,high,4.44,4.44,0.0,502.15,-0.44,-0.77,2.49
2025-08-21,META,hold,79.9,0.0,high,9.48,9.48,0.0,738.0,2.03,1.74,-0.87
2025-08-21,AMD,hold,82.0,0.0,high,7.24,7.24,0.0,163.71,1.78,-2.55,46.94
